Date,City,AQI,PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity
2022-11-22,Chandigarh,206,91.8,160.5,46.4,10.4,1.65,32.1,19.5,57.6
2022-11-22,Chennai,89,48.6,89.5,33.5,20.1,0.95,25.8,21.0,71.5
2022-11-22,Delhi,372,213.6,329.5,67.3,25.5,2.28,28.3,18.8,55.4
2022-11-22,Hyderabad,110,55.8,114.9,30.9,8.4,1.54,22.2,26.1,70.3
2022-11-22,Jaipur,306,128.3,195.5,50.8,14.5,2.49,23.1,19.3,54.0
2022-11-22,Kanpur,319,145.0,223.3,60.9,24.9,3.14,27.5,19.5,42.2
2022-11-22,Kolkata,176,82.8,142.3,58.4,20.9,1.8,24.5,25.2,67.4
2022-11-22,Lucknow,319,144.5,256.0,67.7,27.7,2.4,30.5,19.1,55.7
2022-11-22,Mumbai,160,77.9,145.1,33.2,17.2,1.79,32.2,21.5,
2022-11-22,Patna,339,170.5,272.5,73.4,23.6,1.58,32.6,22.4,54.7
2022-11-22,Pune,124,64.7,136.6,36.8,12.5,1.21,29.4,24.8,55.4
2022-11-23,Ahmedabad,297,119.0,187.5,50.7,23.0,1.62,22.9,22.1,46.7
2022-11-23,Bengaluru,67,40.0,66.3,35.9,7.8,1.13,34.7,23.3,70.8
2022-11-23,Bhopal,96,,94.6,43.2,25.3,1.48,23.1,19.8,34.2
2022-11-23,Chandigarh,179,83.8,148.4,59.6,14.1,,31.9,17.0,55.2
2022-11-23,Chennai,111,56.5,116.1,36.4,28.6,1.42,28.1,22.1,72.2
2022-11-23,Delhi,359,196.8,360.3,72.0,20.8,3.19,38.8,21.9,45.5
2022-11-23,Hyderabad,89,51.3,89.4,35.8,9.8,1.22,27.8,23.4,76.6
2022-11-23,Jaipur,257,107.2,228.3,48.9,16.5,2.04,31.3,18.0,59.3
2022-11-23,Kanpur,338,169.1,369.5,69.3,21.1,2.66,32.0,19.2,53.2
2022-11-23,Kolkata,212,93.7,195.1,53.1,28.7,1.77,32.0,17.5,64.3
2022-11-23,Lucknow,325,152.6,280.1,78.6,20.0,,43.0,21.4,59.7
2022-11-23,Mumbai,119,65.8,110.5,43.2,18.6,1.59,30.2,20.4,60.8
2022-11-23,Patna,302,122.5,244.8,57.3,27.3,2.69,30.9,19.0,58.0
2022-11-23,Pune,134,70.1,122.8,33.5,,1.58,29.7,24.2,55.5
2022-11-24,Ahmedabad,226,97.9,177.8,52.8,,1.59,27.0,23.4,49.5
2022-11-24,Bengaluru,80,43.5,80.3,34.2,10.4,1.45,15.5,24.1,70.7
2022-11-24,Bhopal,141,72.3,115.5,44.0,22.1,1.17,18.9,20.7,39.5
2022-11-24,Chandigarh,182,84.5,161.3,60.2,7.7,1.74,30.6,21.2,51.7
2022-11-24,Chennai,114,59.3,121.5,34.1,21.8,1.39,22.4,24.1,76.6
2022-11-24,Delhi,276,112.8,175.8,70.9,20.7,3.52,39.3,20.0,48.2
2022-11-24,Hyderabad,89,53.0,89.3,47.4,11.5,1.09,28.6,21.2,69.6
2022-11-24,Jaipur,319,145.0,282.4,71.7,11.0,2.28,19.9,18.6,51.8
2022-11-24,Kanpur,318,143.7,256.2,59.5,27.6,2.67,21.0,20.2,39.9
2022-11-24,Kolkata,215,94.4,194.2,48.7,23.7,1.75,27.1,16.3,63.4
2022-11-24,Lucknow,319,144.2,229.1,71.1,33.0,2.37,30.3,18.4,55.3
2022-11-24,Mumbai,189,86.8,141.1,39.3,30.3,1.91,25.1,25.1,56.8
2022-11-24,Patna,320,146.0,289.2,70.6,28.9,2.73,43.6,19.4,50.1
2022-11-24,Pune,141,72.2,146.6,37.6,13.9,1.63,23.7,23.2,53.6
2022-11-25,Ahmedabad,281,114.2,174.4,40.2,23.2,1.67,25.5,24.4,47.4
2022-11-25,Bengaluru,94,48.9,94.1,32.6,10.5,0.79,27.2,27.7,62.1
2022-11-25,Bhopal,156,76.7,134.5,40.5,20.0,1.6,24.6,18.9,52.2
2022-11-25,Chandigarh,158,77.3,129.2,54.4,12.0,2.0,34.2,20.5,48.9
2022-11-25,Chennai,84,47.0,84.3,35.9,26.8,1.05,26.2,21.8,77.5
2022-11-25,Delhi,344,176.6,351.2,80.3,28.0,3.32,25.3,21.4,48.2
2022-11-25,Hyderabad,113,54.5,119.9,33.6,5.1,1.11,26.2,27.0,82.8
2022-11-25,Jaipur,274,112.3,176.5,65.6,8.9,2.65,25.1,21.4,54.2
2022-11-25,Kanpur,346,179.5,360.9,83.7,18.9,1.87,27.0,17.8,61.0
2022-11-25,Kolkata,237,101.1,211.0,47.7,20.8,2.01,29.1,19.8,59.7
2022-11-25,Lucknow,318,143.6,286.7,72.9,20.5,2.75,30.2,19.0,47.7
2022-11-25,Mumbai,145,73.6,160.6,41.2,19.8,1.66,29.6,22.8,54.1
2022-11-25,Patna,335,,343.1,38.1,23.3,2.48,29.7,18.4,55.4
2022-11-25,Pune,110,63.0,106.2,43.9,6.4,1.25,27.0,25.9,49.2
2022-11-26,Ahmedabad,292,117.6,253.5,62.4,24.8,1.88,30.8,24.9,55.2
2022-11-26,Bengaluru,61,36.7,59.3,31.5,11.8,1.05,24.1,24.9,69.0
2022-11-26,Bhopal,164,79.2,139.3,35.7,24.0,1.47,24.4,18.3,47.8
2022-11-26,Chandigarh,244,103.1,190.7,39.0,12.6,2.19,32.1,21.7,49.7
2022-11-26,Chennai,94,44.7,93.9,39.8,19.3,1.33,18.4,24.8,93.2
2022-11-26,Delhi,287,116.1,220.5,81.5,25.0,2.9,43.3,17.7,49.8
2022-11-26,Hyderabad,104,54.2,106.2,34.3,10.9,1.19,34.2,24.5,61.1
2022-11-26,Jaipur,252,105.6,180.0,56.3,9.0,2.32,25.0,19.8,56.0
2022-11-26,Kanpur,339,170.1,367.1,70.2,23.9,3.12,33.0,18.1,59.7
2022-11-26,Kolkata,314,137.7,228.4,32.8,20.7,1.71,25.6,22.4,68.4
2022-11-26,Lucknow,314,137.7,225.2,64.7,25.1,3.07,30.2,19.6,51.6
2022-11-26,Mumbai,165,79.4,136.7,54.7,29.3,1.41,30.4,21.4,66.2
2022-11-26,Patna,319,144.5,305.6,73.5,30.4,2.59,35.1,20.3,47.0
2022-11-26,Pune,134,70.3,120.3,44.3,10.7,1.62,24.6,23.6,53.9
2022-11-27,Ahmedabad,231,99.2,165.1,41.6,17.4,2.05,34.9,23.6,57.3
2022-11-27,Bengaluru,98,46.5,97.6,27.7,13.8,0.88,21.2,27.0,61.9
2022-11-27,Bhopal,173,82.0,166.8,31.7,18.6,1.41,29.9,19.3,42.3
2022-11-27,Chandigarh,250,105.1,220.4,48.7,9.9,1.67,25.5,18.3,42.1
2022-11-27,Chennai,92,54.2,92.4,26.9,20.8,1.07,24.4,21.0,82.3
2022-11-27,Delhi,348,182.1,305.5,43.0,31.3,2.53,43.7,19.9,56.2
2022-11-27,Hyderabad,91,54.8,91.1,31.2,10.2,1.32,24.7,25.5,63.8
2022-11-27,Jaipur,306,128.3,279.6,49.3,10.5,1.98,33.7,21.4,41.0
2022-11-27,Kanpur,330,158.9,307.6,59.3,24.5,2.72,29.0,19.0,47.8
2022-11-27,Kolkata,218,95.4,176.7,31.3,26.8,1.66,27.4,23.7,87.4
2022-11-27,Lucknow,259,,197.2,45.1,16.0,2.79,31.7,20.3,45.8
2022-11-27,Mumbai,162,78.7,141.4,29.5,20.2,1.41,30.8,21.8,52.3
2022-11-27,Patna,323,149.3,266.8,52.1,19.9,2.43,22.1,19.7,50.0
2022-11-27,Pune,112,62.0,117.5,27.3,13.9,1.05,24.4,26.9,61.9
2022-11-28,Ahmedabad,257,107.0,180.0,45.4,18.2,1.4,24.4,27.9,41.0
2022-11-28,Bengaluru,96,51.4,95.6,30.4,10.2,1.33,30.4,28.5,81.7
2022-11-28,Bhopal,154,76.1,127.3,54.5,28.1,1.39,23.5,23.6,35.6
2022-11-28,Chandigarh,252,105.7,206.2,55.9,8.1,1.73,25.7,20.1,41.2
2022-11-28,Chennai,107,62.0,103.3,36.2,22.7,1.1,30.3,25.5,83.9
2022-11-28,Delhi,344,177.2,380.5,76.8,26.0,2.49,31.3,18.9,63.8
2022-11-28,Hyderabad,107,58.2,110.5,36.4,12.5,1.26,28.0,22.8,66.1
2022-11-28,Jaipur,268,110.4,169.1,67.0,16.9,2.27,23.8,20.3,56.2
2022-11-28,Kanpur,345,178.4,379.3,82.4,23.7,2.48,32.4,17.6,51.4
2022-11-28,Kolkata,231,99.3,162.6,64.2,21.3,2.04,32.0,19.7,81.4
2022-11-28,Lucknow,325,153.1,245.3,71.9,19.8,2.51,36.5,22.2,58.0
2022-11-28,Mumbai,136,70.8,145.2,53.2,23.9,1.7,30.0,24.5,66.2
2022-11-28,Patna,355,191.6,364.7,70.4,24.7,2.43,29.5,19.4,61.2
2022-11-28,Pune,146,73.8,128.0,39.4,11.8,1.26,18.6,24.9,53.4
2022-11-29,Ahmedabad,186,85.8,170.2,54.0,19.7,1.8,23.8,23.1,49.6
2022-11-29,Bengaluru,73,38.2,73.2,33.1,,0.83,28.1,23.1,65.5
2022-11-29,Bhopal,167,80.0,125.4,45.9,14.9,1.53,35.9,15.8,41.5
2022-11-29,Chandigarh,186,85.9,173.0,55.2,13.8,1.83,27.1,20.9,48.9
2022-11-29,Chennai,81,48.5,81.0,31.8,17.4,1.14,19.9,21.9,65.7
2022-11-29,Delhi,348,182.8,357.1,78.4,18.0,2.63,33.2,22.9,51.3
2022-11-29,Hyderabad,100,59.7,98.4,31.4,10.4,1.36,35.3,23.0,68.3
2022-11-29,Jaipur,304,125.8,225.8,53.3,14.4,1.92,15.3,19.4,51.9
2022-11-29,Kanpur,309,131.7,266.6,69.8,23.2,3.33,30.6,21.2,64.1
2022-11-29,Kolkata,252,105.7,205.6,42.1,18.8,1.54,39.4,22.9,63.9
2022-11-29,Lucknow,327,154.9,317.1,49.1,17.2,2.41,29.7,22.5,57.9
2022-11-29,Mumbai,254,106.3,207.0,41.9,23.0,1.83,20.7,25.3,57.4
2022-11-29,Patna,321,146.7,283.4,76.8,29.2,2.12,27.6,20.8,50.1
2022-11-29,Pune,109,59.6,113.9,39.6,9.9,1.61,23.5,21.7,60.3
2022-11-30,Ahmedabad,266,109.9,165.0,,11.2,1.92,18.1,25.0,50.9
2022-11-30,Bengaluru,105,50.6,107.2,33.4,11.5,0.97,26.0,25.0,68.8
2022-11-30,Bhopal,127,68.1,130.4,51.5,22.4,1.1,21.8,19.0,32.6
2022-11-30,Chandigarh,184,85.2,140.0,59.8,14.3,1.65,18.6,21.7,50.4
2022-11-30,Chennai,91,41.9,90.6,39.7,19.6,0.88,23.8,24.8,63.7
2022-11-30,Delhi,370,210.7,352.1,74.8,36.1,2.62,27.6,17.8,64.0
2022-11-30,Hyderabad,102,50.7,103.3,38.1,6.5,1.16,26.1,25.4,70.0
2022-11-30,Jaipur,319,144.5,295.0,65.7,12.5,2.26,27.6,20.7,45.6
2022-11-30,Kanpur,340,171.6,321.2,72.2,21.0,2.45,36.8,21.8,40.1
2022-11-30,Kolkata,306,128.4,264.1,55.1,19.3,2.1,,20.2,62.6
2022-11-30,Lucknow,316,140.5,290.6,74.3,27.3,2.94,27.6,21.8,38.8
2022-11-30,Mumbai,164,79.2,122.9,48.2,16.6,1.77,27.4,23.0,61.6
2022-11-30,Patna,331,160.4,279.8,61.5,36.3,2.98,35.0,18.1,55.5
2022-11-30,Pune,160,77.9,167.4,48.5,11.8,1.55,26.4,23.2,55.3
2022-12-01,Ahmedabad,306,127.9,226.2,65.6,18.3,2.32,28.8,20.8,57.5
2022-12-01,Bengaluru,95,57.3,95.1,32.9,10.0,0.9,18.9,23.3,64.8
2022-12-01,Bhopal,198,89.4,182.2,66.1,17.5,1.63,22.1,17.5,49.5
2022-12-01,Chandigarh,183,84.8,154.6,58.1,8.8,2.42,21.5,15.0,69.2
2022-12-01,Chennai,126,67.9,129.0,40.6,19.1,1.26,21.3,24.5,67.2
2022-12-01,Delhi,457,229.3,498.7,98.0,34.0,2.55,28.3,14.2,43.2
2022-12-01,Hyderabad,134,70.0,151.1,38.4,9.6,1.39,27.2,24.1,55.5
2022-12-01,Jaipur,337,168.7,329.6,73.7,13.1,2.08,18.5,16.1,63.0
2022-12-01,Kanpur,342,174.9,357.6,99.4,37.0,2.93,26.9,16.1,50.9
2022-12-01,Kolkata,289,116.6,183.2,64.1,26.5,1.85,16.7,14.0,66.3
2022-12-01,Lucknow,364,203.3,358.3,55.1,21.7,3.5,25.9,16.3,55.2
2022-12-01,Mumbai,208,92.5,196.5,49.5,14.0,2.16,19.4,22.9,56.5
2022-12-01,Patna,350,184.6,336.1,84.7,23.0,2.73,33.8,13.4,52.3
2022-12-01,Pune,161,78.4,141.6,52.1,8.6,1.72,19.6,21.3,52.7
2022-12-02,Ahmedabad,299,119.7,259.0,53.7,26.1,2.22,13.7,22.1,46.7
2022-12-02,Bengaluru,70,42.0,64.5,26.7,6.9,1.03,24.4,22.4,62.6
2022-12-02,Bhopal,171,81.4,124.8,57.3,24.9,1.85,22.9,15.4,47.9
2022-12-02,Chandigarh,291,117.2,217.3,68.8,12.7,1.86,23.3,13.8,53.3
2022-12-02,Chennai,116,64.8,104.7,38.3,22.7,1.14,14.2,21.2,67.2
2022-12-02,Delhi,389,235.6,390.1,120.2,22.7,3.11,30.4,16.8,51.6
2022-12-02,Hyderabad,142,72.7,139.1,35.2,11.2,1.43,22.8,22.3,63.7
2022-12-02,Jaipur,324,151.0,282.3,73.8,15.2,2.41,32.2,12.1,51.3
2022-12-02,Kanpur,355,191.0,316.4,86.4,23.2,3.75,29.1,12.7,53.5
2022-12-02,Kolkata,248,104.3,213.4,64.1,11.9,2.89,27.8,17.5,67.1
2022-12-02,Lucknow,405,199.2,436.3,80.0,31.1,3.13,27.5,19.1,62.0
2022-12-02,Mumbai,262,108.5,168.8,52.1,16.5,1.74,23.2,19.8,50.6
2022-12-02,Patna,337,168.1,348.7,74.4,15.5,2.82,32.0,16.3,50.6
2022-12-02,Pune,234,100.2,192.8,40.8,12.0,1.39,29.2,19.1,42.1
2022-12-03,Ahmedabad,269,110.8,233.7,51.3,27.5,,27.5,22.4,52.5
2022-12-03,Bengaluru,93,55.6,87.1,36.4,13.1,1.28,21.2,22.3,63.0
2022-12-03,Bhopal,220,95.9,146.7,53.4,27.6,1.59,24.6,15.0,59.7
2022-12-03,Chandigarh,318,143.9,,74.1,11.9,1.65,32.7,,41.5
2022-12-03,Chennai,109,56.6,113.5,42.2,22.6,1.5,22.9,20.2,84.8
2022-12-03,Delhi,394,198.3,425.1,61.6,18.4,4.07,31.9,13.6,54.0
2022-12-03,Hyderabad,102,60.6,91.1,33.3,9.8,1.26,24.1,24.9,63.9
2022-12-03,Jaipur,332,161.0,284.0,59.4,16.8,2.48,29.7,14.4,55.9
2022-12-03,Kanpur,317,142.0,216.5,81.7,28.5,2.22,27.8,14.1,60.7
2022-12-03,Kolkata,287,116.0,210.4,61.3,29.1,2.15,28.3,14.5,73.0
2022-12-03,Lucknow,357,194.5,320.8,88.4,13.3,3.08,27.3,14.1,53.8
2022-12-03,Mumbai,154,76.2,142.6,52.7,18.2,1.72,25.3,21.8,64.3
2022-12-03,Patna,386,190.8,418.6,78.8,9.6,3.36,25.9,14.5,57.0
2022-12-03,Pune,215,94.5,199.2,46.2,8.7,1.56,24.5,20.9,41.8
2022-12-04,Ahmedabad,301,120.8,236.9,36.5,19.4,1.82,20.8,24.2,37.7
2022-12-04,Bengaluru,69,40.8,68.6,31.4,8.7,1.25,18.8,25.6,71.1
2022-12-04,Bhopal,232,99.6,180.6,37.7,33.0,2.07,23.0,15.5,46.3
2022-12-04,Chandigarh,227,98.2,195.2,56.3,11.6,2.43,24.0,15.9,56.9
2022-12-04,Chennai,100,59.8,97.6,29.3,26.1,1.32,21.6,23.5,77.8
2022-12-04,Delhi,372,213.3,349.1,58.2,25.7,3.27,32.8,12.8,57.1
2022-12-04,Hyderabad,137,71.1,118.8,31.5,7.9,1.27,37.5,21.6,64.9
2022-12-04,Jaipur,318,143.3,277.1,52.8,15.1,3.2,22.8,11.7,53.2
2022-12-04,Kanpur,378,214.4,412.8,60.1,30.5,2.66,23.4,,46.0
2022-12-04,Kolkata,300,120.2,237.8,36.4,30.4,2.99,23.1,19.1,67.1
2022-12-04,Lucknow,312,135.9,,63.6,12.2,2.66,32.5,14.5,62.5
2022-12-04,Mumbai,214,94.2,194.9,49.3,23.8,1.86,29.3,20.1,52.9
2022-12-04,Patna,323,149.5,255.4,63.6,20.8,3.4,23.2,13.9,54.2
2022-12-04,Pune,227,98.2,205.7,27.5,9.1,1.73,24.0,20.2,42.9
2022-12-05,Ahmedabad,308,130.1,,50.3,17.5,2.42,28.9,20.6,64.2
2022-12-05,Bengaluru,83,45.0,83.2,35.5,8.7,0.92,23.7,22.1,64.2
2022-12-05,Bhopal,168,80.4,161.2,32.5,30.0,1.62,23.0,16.1,49.2
2022-12-05,Chandigarh,271,111.2,178.9,45.5,13.6,2.26,27.3,10.3,48.2
2022-12-05,Chennai,104,52.7,106.4,40.7,21.2,1.4,27.6,21.8,73.1
2022-12-05,Delhi,392,239.5,409.8,87.5,20.3,3.28,36.5,14.8,
2022-12-05,Hyderabad,154,76.2,166.1,49.0,10.1,0.97,26.5,23.9,61.0
2022-12-05,Jaipur,351,186.2,341.4,59.5,10.2,2.5,36.6,17.0,42.7
2022-12-05,Kanpur,369,209.9,360.5,84.1,24.3,3.39,25.6,13.7,57.8
2022-12-05,Kolkata,245,103.6,211.8,64.0,30.9,2.25,26.9,15.3,62.3
2022-12-05,Lucknow,356,192.7,358.1,74.0,17.0,2.28,24.0,13.8,56.7
2022-12-05,Mumbai,222,96.7,180.7,55.9,13.8,1.65,20.7,18.6,57.1
2022-12-05,Patna,350,185.1,384.4,84.0,24.0,3.08,32.0,15.4,44.1
2022-12-05,Pune,163,79.0,145.2,37.4,8.2,1.71,22.8,21.7,43.8
2022-12-06,Ahmedabad,297,119.0,213.8,52.4,20.1,2.4,28.8,23.3,43.7
2022-12-06,Bengaluru,84,50.4,77.7,41.0,13.7,1.12,28.5,27.2,66.3
2022-12-06,Bhopal,233,99.8,171.7,48.7,27.0,1.7,28.9,13.2,52.8
2022-12-06,Chandigarh,272,111.7,211.4,86.4,10.8,1.86,24.3,13.3,47.9
2022-12-06,Chennai,102,57.0,102.4,46.7,19.2,1.19,22.3,23.9,69.1
2022-12-06,Delhi,360,198.4,335.5,95.3,27.0,3.76,37.4,16.8,49.4
2022-12-06,Hyderabad,131,69.2,138.4,39.1,11.5,1.45,29.4,20.5,68.2
2022-12-06,Jaipur,324,150.9,284.5,75.7,15.6,3.04,28.1,15.6,63.1
2022-12-06,Kanpur,376,193.7,410.4,105.2,21.9,2.93,20.1,14.9,58.9
2022-12-06,Kolkata,274,112.1,241.8,49.0,18.9,2.04,26.4,17.1,66.8
2022-12-06,Lucknow,362,200.1,341.1,76.1,26.4,2.85,25.8,18.4,41.0
2022-12-06,Mumbai,193,87.8,158.3,45.6,14.1,1.64,23.1,18.9,73.3
2022-12-06,Patna,406,204.0,437.5,75.5,15.0,1.95,23.5,15.9,62.8
2022-12-06,Pune,172,81.7,135.9,61.8,10.5,1.88,24.7,22.4,50.3
2022-12-07,Ahmedabad,307,128.6,231.4,51.9,17.8,2.3,30.2,19.9,51.7
2022-12-07,Bengaluru,110,52.8,114.7,23.6,9.9,0.94,19.1,24.6,61.4
2022-12-07,Bhopal,141,72.3,126.0,52.3,31.4,1.7,23.9,17.4,41.5
2022-12-07,Chandigarh,309,132.1,202.9,74.4,12.6,1.84,28.4,13.0,52.1
2022-12-07,Chennai,103,53.2,105.2,40.6,18.4,1.07,19.3,23.6,75.2
2022-12-07,Delhi,351,186.9,370.5,73.6,22.3,3.08,26.1,14.4,62.1
2022-12-07,Hyderabad,112,61.9,118.7,35.2,9.9,1.46,21.3,24.6,55.7
2022-12-07,Jaipur,303,124.1,232.4,73.1,11.0,2.09,28.7,15.4,54.4
2022-12-07,Kanpur,412,216.1,444.3,94.2,29.4,3.62,37.3,14.7,47.0
2022-12-07,Kolkata,256,106.9,222.5,61.3,19.8,1.49,33.7,16.7,75.9
2022-12-07,Lucknow,314,138.0,296.5,62.2,18.6,2.51,32.6,17.2,64.8
2022-12-07,Mumbai,144,73.1,149.6,49.8,13.2,1.78,25.4,21.3,60.9
2022-12-07,Patna,348,182.3,287.8,96.8,17.4,3.89,37.8,18.8,57.3
2022-12-07,Pune,203,91.0,138.8,49.8,13.1,1.63,21.5,18.2,50.6
2022-12-08,Ahmedabad,311,134.7,208.4,47.8,19.4,1.99,26.0,21.0,46.4
2022-12-08,Bengaluru,91,49.0,91.0,35.5,13.4,1.29,19.0,23.2,66.1
2022-12-08,Bhopal,182,84.5,177.1,51.3,24.7,1.56,19.4,17.2,46.5
2022-12-08,Chandigarh,283,114.8,239.3,53.4,11.4,1.99,30.3,17.3,48.3
2022-12-08,Chennai,92,52.4,91.8,37.6,23.9,1.15,27.8,21.1,67.2
2022-12-08,Delhi,381,224.9,346.3,84.9,24.4,3.45,32.1,18.7,49.9
2022-12-08,Hyderabad,154,76.3,147.5,46.2,11.7,1.16,26.8,25.3,52.6
2022-12-08,Jaipur,321,147.5,323.2,83.5,12.9,1.91,29.5,16.2,59.6
2022-12-08,Kanpur,431,214.7,467.2,101.2,33.4,3.45,30.3,12.5,56.8
2022-12-08,Kolkata,317,141.5,232.2,66.3,21.4,1.73,29.7,14.2,65.6
2022-12-08,Lucknow,313,137.0,213.7,94.6,25.5,2.95,29.2,14.9,48.3
2022-12-08,Mumbai,220,96.1,173.5,71.2,26.2,1.4,25.0,18.1,55.4
2022-12-08,Patna,342,174.0,302.9,72.6,18.4,2.83,24.3,17.2,51.3
2022-12-08,Pune,168,80.3,144.0,54.3,10.5,1.68,27.9,20.8,50.3
2022-12-09,Ahmedabad,304,125.7,209.2,68.0,26.4,1.92,25.6,22.3,46.8
2022-12-09,Bengaluru,88,49.8,87.9,36.7,12.8,1.24,30.8,22.8,56.5
2022-12-09,Bhopal,216,94.8,184.8,40.9,19.4,1.37,23.1,18.4,39.9
2022-12-09,Chandigarh,302,123.2,261.4,58.7,13.4,2.1,30.9,13.9,52.2
2022-12-09,Chennai,108,57.5,112.3,39.5,21.9,1.5,23.7,22.4,74.4
2022-12-09,Delhi,432,232.5,468.3,99.1,30.6,2.89,29.7,11.9,47.4
2022-12-09,Hyderabad,83,43.7,82.5,43.5,9.3,1.23,31.6,26.3,53.0
2022-12-09,Jaipur,306,127.7,275.7,60.0,13.8,2.22,26.0,13.3,52.9
2022-12-09,Kanpur,349,183.9,324.5,90.9,23.6,3.59,14.8,15.3,62.2
2022-12-09,Kolkata,263,108.9,184.5,53.0,20.5,2.7,22.3,16.7,71.5
2022-12-09,Lucknow,371,186.1,406.4,86.1,21.5,3.01,27.4,16.6,56.3
2022-12-09,Mumbai,289,116.7,214.8,45.8,21.6,1.72,26.0,18.6,55.8
2022-12-09,Patna,351,186.0,383.3,82.9,25.4,2.51,33.5,17.3,43.8
2022-12-09,Pune,138,71.5,155.8,39.3,9.7,1.8,24.2,19.6,53.3
2022-12-10,Ahmedabad,254,106.1,217.9,49.2,35.4,1.5,21.5,22.1,43.9
2022-12-10,Bengaluru,85,50.8,85.3,37.5,7.6,0.79,25.8,21.4,58.9
2022-12-10,Bhopal,159,77.7,124.5,56.6,15.9,1.09,24.7,19.0,43.8
2022-12-10,Chandigarh,306,127.4,191.9,,10.6,2.48,21.6,16.3,56.6
2022-12-10,Chennai,68,40.1,66.0,34.9,17.6,1.36,22.8,24.7,69.5
2022-12-10,Delhi,388,234.5,406.3,91.9,21.9,3.09,33.7,12.9,49.6
2022-12-10,Hyderabad,169,80.6,121.4,37.4,6.7,1.08,23.4,23.2,60.1
2022-12-10,Jaipur,315,139.7,291.7,83.1,10.6,2.66,21.3,14.8,55.3
2022-12-10,Kanpur,432,242.9,468.5,87.0,24.1,3.4,29.0,13.6,51.9
2022-12-10,Kolkata,296,118.9,238.7,71.2,22.6,2.21,26.9,15.4,69.2
2022-12-10,Lucknow,330,158.6,254.6,85.4,28.4,2.64,31.5,11.9,54.3
2022-12-10,Mumbai,170,80.9,155.7,54.0,18.6,2.1,29.3,20.0,56.5
2022-12-10,Patna,373,215.3,385.6,81.3,23.3,2.87,23.2,15.9,53.3
2022-12-10,Pune,193,87.8,176.3,59.3,14.2,1.89,26.1,21.9,50.0
2022-12-11,Ahmedabad,285,115.6,188.6,42.8,26.6,1.59,23.3,21.9,59.8
2022-12-11,Bengaluru,80,47.9,79.7,29.3,10.7,1.27,18.6,22.6,83.6
2022-12-11,Bhopal,204,91.3,152.8,36.4,21.2,2.18,29.4,14.8,41.0
2022-12-11,Chandigarh,296,,236.3,45.0,11.0,2.22,28.6,12.3,60.2
2022-12-11,Chennai,124,65.4,136.3,28.9,17.6,1.26,23.9,22.8,67.3
2022-12-11,Delhi,385,217.8,418.2,60.0,29.0,2.93,39.5,13.0,63.0
2022-12-11,Hyderabad,146,73.9,125.9,27.2,10.5,1.3,31.1,23.7,67.6
2022-12-11,Jaipur,308,130.3,219.7,54.0,15.2,2.37,30.6,17.6,63.3
2022-12-11,Kanpur,340,172.0,258.0,60.2,21.3,3.39,33.1,13.0,47.3
2022-12-11,Kolkata,214,94.2,198.4,37.4,26.2,2.23,25.9,16.2,62.8
2022-12-11,Lucknow,343,176.0,265.6,64.9,15.2,2.76,23.8,19.5,51.0
2022-12-11,Mumbai,289,116.7,245.5,45.7,29.1,1.97,22.5,19.4,
2022-12-11,Patna,321,147.6,258.1,55.6,25.9,2.64,33.2,14.8,53.3
2022-12-11,Pune,116,64.8,114.7,30.9,13.9,1.79,31.7,22.4,39.6
2022-12-12,Ahmedabad,235,100.6,179.2,60.0,19.2,1.74,23.7,21.9,46.0
2022-12-12,Bengaluru,108,53.7,112.1,39.5,9.7,1.08,30.0,26.8,61.8
2022-12-12,Bhopal,156,76.7,167.5,49.8,18.2,1.88,17.0,13.9,
2022-12-12,Chandigarh,297,119.2,220.3,57.7,8.6,2.26,26.7,16.6,51.8
2022-12-12,Chennai,130,68.9,132.9,39.2,23.1,0.89,20.4,24.7,73.0
2022-12-12,Delhi,409,201.5,441.1,75.3,21.9,3.71,,14.9,55.3
2022-12-12,Hyderabad,203,90.8,146.6,37.0,8.7,1.37,17.1,28.1,58.9
2022-12-12,Jaipur,313,136.9,248.0,53.6,13.9,2.81,27.1,12.5,52.8
2022-12-12,Kanpur,371,212.9,345.6,105.5,31.8,3.5,32.8,19.1,41.0
2022-12-12,Kolkata,268,110.3,196.6,40.3,16.9,1.83,24.7,16.5,61.7
2022-12-12,Lucknow,345,178.1,355.3,73.0,25.4,2.95,16.5,14.0,61.1
2022-12-12,Mumbai,241,102.3,188.0,43.9,21.2,1.84,23.6,16.7,64.0
2022-12-12,Patna,369,185.9,405.2,100.4,28.2,2.95,34.3,14.4,56.7
2022-12-12,Pune,204,91.3,149.2,59.8,13.7,1.93,25.9,21.0,59.3
2022-12-13,Ahmedabad,312,135.2,208.0,62.1,20.7,2.39,20.4,20.0,45.5
2022-12-13,Bengaluru,82,49.2,78.2,43.8,10.4,1.22,27.1,25.1,56.1
2022-12-13,Bhopal,262,108.5,168.3,42.3,19.9,2.08,26.6,13.8,47.2
2022-12-13,Chandigarh,228,98.3,154.2,58.6,11.2,2.87,17.5,15.6,50.6
2022-12-13,Chennai,98,54.3,98.5,30.2,13.1,,32.2,21.7,73.7
2022-12-13,Delhi,392,229.6,423.5,78.0,25.6,3.93,38.4,16.4,56.7
2022-12-13,Hyderabad,118,65.4,103.7,45.7,11.8,1.3,25.5,23.9,62.1
